Uniq_id,Username,Score,Review
82d8a9a627e55ba97a1051068c9823e7,txab2133,0,Comfortable and lightweight material for summer wear. Love the button accent.
82d8a9a627e55ba97a1051068c9823e7,pbqp2433,1,I was disappointed in the quality upon closer inspection at home.
82d8a9a627e55ba97a1051068c9823e7,wlfl2311,0,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
82d8a9a627e55ba97a1051068c9823e7,upwm2343,3,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
7b16da6eaeca0ae2d107e712cfe5141d,vmhm1311,0,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
7b16da6eaeca0ae2d107e712cfe5141d,jign4433,2,Comfortable and lightweight material for summer wear. Love the button accent.
7b16da6eaeca0ae2d107e712cfe5141d,owep1423,4,I was disappointed in the quality upon closer inspection at home.
7b16da6eaeca0ae2d107e712cfe5141d,hqju3112,5,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
7b16da6eaeca0ae2d107e712cfe5141d,mout3143,1,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
dc414a69fee993fd20d74a979dfea23d,vdgj1322,2,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
dc414a69fee993fd20d74a979dfea23d,juke2431,2,Comfortable and lightweight material for summer wear. Love the button accent.
dc414a69fee993fd20d74a979dfea23d,bhpg4141,1,I was disappointed in the quality upon closer inspection at home.
dc414a69fee993fd20d74a979dfea23d,urcy2423,1,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
dc414a69fee993fd20d74a979dfea23d,uazk1321,0,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
8149f96381ad38bc848c1c12b7ad3228,katd4322,4,I love the way these capri pants look and feel. The material is very nice.
8149f96381ad38bc848c1c12b7ad3228,esct3422,0,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
ca3aed29b3601cfa80af58a05997dde4,kbip3442,0,I love the way these capri pants look and feel. The material is very nice.
ca3aed29b3601cfa80af58a05997dde4,wosk1343,1,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
9c2bfcff2dff4ce8dd8699619c2b61ec,zpcm1313,2,I love the way these capri pants look and feel. The material is very nice.
9c2bfcff2dff4ce8dd8699619c2b61ec,qxab4413,1,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
e498aa2384360f0787701fe4ed07d8d7,hbir3342,5,I love the way these capri pants look and feel. The material is very nice.
e498aa2384360f0787701fe4ed07d8d7,ihyg3221,2,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
fbca0b12f075c2c299ab789b76384ec9,pxzg3323,2,I love the way these capri pants look and feel. The material is very nice.
fbca0b12f075c2c299ab789b76384ec9,hrkt3212,2,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
0bd52529aabbb72259a9b22d38a0f4a6,ymnq2442,2,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
4cf14c20198ed2878bb4ac0519bded7a,augl4213,3,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
d18479624a12f51d651bb2492243b0c7,jyen2411,1,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
d18479624a12f51d651bb2492243b0c7,twxv3343,0,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
d18479624a12f51d651bb2492243b0c7,kljm3131,2,Comfortable and lightweight material for summer wear. Love the button accent.
d18479624a12f51d651bb2492243b0c7,vctb1134,1,I was disappointed in the quality upon closer inspection at home.
d18479624a12f51d651bb2492243b0c7,nedv3242,1,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
d18479624a12f51d651bb2492243b0c7,qvhr2231,0,"The color and pattern is so summery, and the shape flatters my figure."
d18479624a12f51d651bb2492243b0c7,yzht1411,3,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
4f6d3fcd5d7a7da811cca969e074db52,iwfu4341,3,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
